experiment,id,split,utterance,gold,predicted,correct,confidence,jev_confidence,top1,p1,top2,p2,top3,p3,n_nonzero_options,latency_ms,cost_usd,described_predicted,described_correct,described_confidence
E2-oos,train-674,train,where is my phone now,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,124,0.00010571400000000001,,,
E2-oos,train-675,train,"alexa, tell me the location of my phone",find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,189,0.00010592400000000001,,,
E2-oos,train-676,train,"siri, where is my iphone",find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,210,0.000105798,,,
E2-oos,train-677,train,"siri, tell me where my iphone is",find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,154,0.000105882,,,
E2-oos,train-678,train,"siri, find my iphone",find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,253,0.000105756,,,
E2-oos,train-679,train,help me locate my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,164,0.00010571400000000001,,,
E2-oos,train-680,train,you need to help me find my cellphone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,112,0.00010584,,,
E2-oos,train-681,train,help me find my cellphone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,191,0.00010571400000000001,,,
E2-oos,train-682,train,please help me find my cellphone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,172,0.000105756,,,
E2-oos,train-683,train,where did i put my phone,find_phone,find_phone,1,1.0,0.99,find_phone,1.0,,,,,1,238,0.000105756,,,
E2-oos,train-684,train,tell me where my phone is,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,240,0.000105756,,,
E2-oos,train-685,train,please find my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,258,0.00010567200000000001,,,
E2-oos,train-686,train,locate my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,140,0.00010567200000000001,,,
E2-oos,train-687,train,i would like some help finding my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,201,0.00010584,,,
E2-oos,train-688,train,i need to know where my phone is,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,165,0.00010584,,,
E2-oos,train-689,train,i seemed to misplaced my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,137,0.000105756,,,
E2-oos,train-690,train,i lost my phone,find_phone,find_phone,1,0.99,0.98,find_phone,0.99,report_lost_card,0.01,,,2,135,0.00010567200000000001,,,
E2-oos,train-691,train,i need some help finding my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,126,0.000105798,,,
E2-oos,train-692,train,can you locate my phone for me,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,440,0.000105798,,,
E2-oos,train-693,train,i don't know where i put my phone,find_phone,find_phone,1,1.0,0.99,find_phone,1.0,,,,,1,129,0.000105882,,,
E2-oos,train-694,train,help find my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,122,0.00010567200000000001,,,
E2-oos,train-695,train,i would like to know where my phone is,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,131,0.000105882,,,
E2-oos,train-696,train,i'd like help finding my fon,find_phone,find_phone,1,0.98,0.97,find_phone,0.98,oos,0.02,,,2,151,0.000105798,,,
E2-oos,train-697,train,i can't locate my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,179,0.000105756,,,
E2-oos,train-698,train,can you tell me where i left my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,147,0.000105882,,,
E2-oos,train-699,train,can you please locate my phone,find_phone,find_phone,1,1.0,1.0,find_phone,1.0,,,,,1,165,0.000105756,,,
E2-oos,train-700,train,does ireland have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,153,0.000106008,,,
E2-oos,train-701,train,does north korea have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,173,0.00010605000000000002,,,
E2-oos,train-702,train,are there any travel alerts for russia,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,215,0.00010584,,,
E2-oos,train-703,train,does spain have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,177,0.000106008,,,
E2-oos,train-704,train,are there any travel alerts for north korea,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,182,0.000105882,,,
E2-oos,train-705,train,does macedonia have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,205,0.00010605000000000002,,,
E2-oos,train-706,train,are there any travel alerts for syria,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,245,0.00010584,,,
E2-oos,train-707,train,are there any travel alerts for ukraine,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,141,0.00010584,,,
E2-oos,train-708,train,does myanmar have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,222,0.00010605000000000002,,,
E2-oos,train-709,train,are there any travel alerts for china,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,257,0.000105798,,,
E2-oos,train-710,train,is there a travel alert for russia,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,110,0.00010584,,,
E2-oos,train-711,train,is there a travel alert for scotland,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,159,0.000105882,,,
E2-oos,train-712,train,does russia have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,143,0.000106008,,,
E2-oos,train-713,train,is it safe to travel to iceland,travel_alert,travel_alert,1,0.97,0.96,travel_alert,0.97,oos,0.02,travel_suggestion,0.01,3,99,0.00010584,,,
E2-oos,train-714,train,is it safe to travel to russia,travel_alert,travel_alert,1,0.9495,0.93,travel_alert,0.9495,travel_suggestion,0.0303,oos,0.0202,3,104,0.00010584,,,
E2-oos,train-715,train,does italy have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,158,0.000106008,,,
E2-oos,train-716,train,does germany have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,322,0.00010596600000000001,,,
E2-oos,train-717,train,is there a travel alert for north korea,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,177,0.000105882,,,
E2-oos,train-718,train,does china have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,129,0.00010596600000000001,,,
E2-oos,train-719,train,is there a travel alert for canada,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,160,0.000105798,,,
E2-oos,train-720,train,is it safe to travel to norway,travel_alert,travel_alert,1,0.96,0.96,travel_alert,0.96,travel_suggestion,0.02,oos,0.02,3,162,0.000105798,,,
E2-oos,train-721,train,is it safe to travel to bermuda,travel_alert,travel_alert,1,0.98,0.97,travel_alert,0.98,travel_suggestion,0.01,oos,0.01,3,205,0.00010584,,,
E2-oos,train-722,train,is it safe to travel to argentina,travel_alert,travel_alert,1,0.98,0.97,travel_alert,0.98,travel_suggestion,0.01,oos,0.01,3,187,0.000105798,,,
E2-oos,train-723,train,does finland have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,125,0.000106008,,,
E2-oos,train-724,train,is there a travel alert for spain,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,192,0.00010584,,,
E2-oos,train-725,train,have there been any travel alerts issued for france,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,149,0.000105882,,,
E2-oos,train-726,train,tell me about any travel alerts issued for germany,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,144,0.000105882,,,
E2-oos,train-727,train,are there any travel warnings for london,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,124,0.000105798,,,
E2-oos,train-728,train,should i know about any travel alerts before traveling in the usa,travel_alert,travel_alert,1,1.0,0.99,travel_alert,1.0,,,,,1,189,0.000106008,,,
E2-oos,train-729,train,are there any new travel warnings for the us,travel_alert,travel_alert,1,1.0,0.99,travel_alert,1.0,,,,,1,89,0.000105882,,,
E2-oos,train-730,train,any travel advisories for portugal,travel_alert,travel_alert,1,1.0,0.99,travel_alert,1.0,,,,,1,131,0.00010584,,,
E2-oos,train-731,train,can you tell me if germany issued any travel warnings,travel_alert,travel_alert,1,1.0,0.99,travel_alert,1.0,,,,,1,242,0.00010592400000000001,,,
E2-oos,train-732,train,does france have any current travel alerts,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,305,0.000105798,,,
E2-oos,train-733,train,does spain expect any travel alerts,travel_alert,travel_alert,1,0.98,0.97,travel_alert,0.98,travel_notification,0.02,,,2,225,0.000105798,,,
E2-oos,train-734,train,i am going to australia and want to be notified of any travel alerts,travel_alert,travel_alert,1,0.77,0.75,travel_alert,0.77,travel_notification,0.23,,,2,191,0.00010609200000000001,,,
E2-oos,train-735,train,"i am going to be traveling in turkey, are there any alerts",travel_alert,travel_alert,1,0.99,0.99,travel_alert,0.99,travel_notification,0.01,,,2,151,0.00010605000000000002,,,
E2-oos,train-736,train,are there any alerts for traveling in belize,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,227,0.000105882,,,
E2-oos,train-737,train,what alerts are listed for traveling to paris,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,231,0.00010584,,,
E2-oos,train-738,train,i need to know about travel alerts for mexico,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,112,0.000105882,,,
E2-oos,train-739,train,what travel alerts are there in china,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,167,0.000105798,,,
E2-oos,train-740,train,are there any alerts for travelling to beirut,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,259,0.000105882,,,
E2-oos,train-741,train,argentina travel alert yes or no,travel_alert,travel_alert,1,0.99,0.98,travel_alert,0.99,yes,0.01,,,2,208,0.00010584,,,
E2-oos,train-742,train,does argentina have a travel alert,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,189,0.000105756,,,
E2-oos,train-743,train,is there a travel alert in argentina,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,254,0.000105798,,,
E2-oos,train-744,train,list of countries with travel alerts,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,212,0.000105756,,,
E2-oos,train-745,train,can traveling to nepal be safe (what's safe in x),travel_alert,travel_alert,1,0.84,0.83,travel_alert,0.84,oos,0.08,travel_suggestion,0.07,4,104,0.00010609200000000001,,,
E2-oos,train-746,train,will i be safe while traveling to lyon (will you be safe),travel_alert,travel_alert,1,0.9394,0.93,travel_alert,0.9394,oos,0.0505,travel_suggestion,0.0101,3,106,0.00010609200000000001,,,
E2-oos,train-747,train,how safe is it to travel to mongolia (how safe is mongolia),travel_alert,travel_alert,1,0.87,0.86,travel_alert,0.87,oos,0.08,travel_suggestion,0.05,3,160,0.00010617600000000001,,,
E2-oos,train-748,train,is it safe to travel to rio de janeiro (is rio de janeiro safe),travel_alert,travel_alert,1,0.89,0.89,travel_alert,0.89,travel_suggestion,0.07,oos,0.04,3,145,0.00010617600000000001,,,
E2-oos,train-749,train,is traveling to dublin safe (will dublin be safe),travel_alert,travel_alert,1,0.9394,0.93,travel_alert,0.9394,oos,0.0404,travel_suggestion,0.0202,3,186,0.000106134,,,
E2-oos,train-750,train,is new caledonia safer than other countries,travel_alert,travel_alert,1,0.73,0.72,travel_alert,0.73,oos,0.18,travel_suggestion,0.09,3,249,0.000105882,,,
E2-oos,train-751,train,is las vegas a safe place to visit,travel_alert,travel_alert,1,0.5657,0.55,travel_alert,0.5657,oos,0.2828,travel_suggestion,0.1515,3,188,0.00010584,,,
E2-oos,train-752,train,if i go to baltimore will i be safe,travel_alert,travel_alert,1,0.9,0.89,travel_alert,0.9,oos,0.09,travel_suggestion,0.01,3,230,0.00010596600000000001,,,
E2-oos,train-753,train,"can you give me the travel alerts for jalisco, mexico",travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,276,0.00010605000000000002,,,
E2-oos,train-754,train,what are the latest travel alerts for dubai,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,154,0.000105882,,,
E2-oos,train-755,train,"are there any travel alerts i should know about for buenos aires, argentina",travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,315,0.000106134,,,
E2-oos,train-756,train,i need any relevant travel alerts for australia,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,159,0.00010584,,,
E2-oos,train-757,train,are there travel notifications for columbia,travel_alert,travel_notification,0,0.9,0.89,travel_notification,0.9,travel_alert,0.1,,,2,161,0.00010584,,,
E2-oos,train-758,train,where in the world is there a travel alert,travel_alert,travel_alert,1,1.0,0.99,travel_alert,1.0,,,,,1,118,0.000105882,,,
E2-oos,train-759,train,what are today's travel advisories,travel_alert,travel_alert,1,1.0,0.99,travel_alert,1.0,,,,,1,103,0.00010584,,,
E2-oos,train-760,train,can you list the places that there are travel alerts for,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,207,0.00010596600000000001,,,
E2-oos,train-761,train,where are there current travel alerts,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,161,0.000105756,,,
E2-oos,train-762,train,is there a travel alert for [country],travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,156,0.000105882,,,
E2-oos,train-763,train,if i got to indonesia is it safe,travel_alert,travel_alert,1,0.96,0.95,travel_alert,0.96,oos,0.03,travel_suggestion,0.01,3,138,0.00010584,,,
E2-oos,train-764,train,i am thinking of going to brazil and was wondering if that is hazardous,travel_alert,travel_alert,1,0.96,0.95,travel_alert,0.96,travel_suggestion,0.02,oos,0.02,3,182,0.00010609200000000001,,,
E2-oos,train-765,train,would it be safe to go to columbia,travel_alert,travel_alert,1,0.95,0.95,travel_alert,0.95,oos,0.03,travel_suggestion,0.02,3,143,0.00010592400000000001,,,
E2-oos,train-766,train,is mexico a safe place,travel_alert,travel_alert,1,0.83,0.81,travel_alert,0.83,oos,0.12,travel_suggestion,0.05,3,146,0.00010571400000000001,,,
E2-oos,train-767,train,what potential hazards are there for going to spain,travel_alert,travel_alert,1,0.99,0.98,travel_alert,0.99,oos,0.01,,,2,142,0.00010592400000000001,,,
E2-oos,train-768,train,does a travel alert exist for that country,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,128,0.00010584,,,
E2-oos,train-769,train,inform me if there's a travel alert for the country,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,194,0.00010596600000000001,,,
E2-oos,train-770,train,does the country have a travel alert,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,108,0.000105798,,,
E2-oos,train-771,train,i'd like to see if there's a travel alert for the country,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,139,0.00010609200000000001,,,
E2-oos,train-772,train,can you tell me if there's a travel alert for that country,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,181,0.00010605000000000002,,,
E2-oos,train-773,train,any travel alerts for south korea,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,142,0.000105798,,,
E2-oos,train-774,train,are there travel alerts for europe,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,158,0.000105756,,,
E2-oos,train-775,train,what are the currect travel alerts in africa,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,151,0.000105882,,,
E2-oos,train-776,train,can i safely travel to brazil,travel_alert,travel_alert,1,0.97,0.96,travel_alert,0.97,travel_suggestion,0.02,oos,0.01,3,97,0.000105756,,,
E2-oos,train-777,train,does japan have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,123,0.00010596600000000001,,,
E2-oos,train-778,train,is there travel alerts for greece,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,161,0.00010584,,,
E2-oos,train-779,train,how safe is it to travel to germany,travel_alert,travel_alert,1,0.95,0.94,travel_alert,0.95,travel_suggestion,0.03,oos,0.02,3,112,0.00010584,,,
E2-oos,train-780,train,is it safe to travel to china,travel_alert,travel_alert,1,0.9495,0.93,travel_alert,0.9495,oos,0.0303,travel_suggestion,0.0202,3,165,0.000105798,,,
E2-oos,train-781,train,is it safe to fly to russia,travel_alert,travel_alert,1,0.95,0.94,travel_alert,0.95,travel_suggestion,0.03,oos,0.02,3,120,0.00010584,,,
E2-oos,train-782,train,does france have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,165,0.00010596600000000001,,,
E2-oos,train-783,train,look for travel alerts for china,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,284,0.000105756,,,
E2-oos,train-784,train,does south korea have any travel alerts i should be aware of,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,127,0.00010605000000000002,,,
E2-oos,train-785,train,is it dangerous to travel to mexico,travel_alert,travel_alert,1,0.95,0.94,travel_alert,0.95,oos,0.03,travel_suggestion,0.02,3,163,0.000105798,,,
E2-oos,train-786,train,any travel alerts for canada,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,148,0.00010571400000000001,,,
E2-oos,train-787,train,any travel alerts for that country i should know about,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,161,0.00010592400000000001,,,
E2-oos,train-788,train,are there any travel alerts in that region,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,177,0.00010584,,,
E2-oos,train-789,train,i need to know the travel alerts for kenya,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,97,0.00010592400000000001,,,
E2-oos,train-790,train,any alerts for travelers to canada,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,304,0.000105756,,,
E2-oos,train-791,train,should i be worried about any travel alerts for that country,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,275,0.00010596600000000001,,,
E2-oos,train-792,train,look up travel alerts for canada,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,184,0.000105756,,,
E2-oos,train-793,train,is there a travel alert for that country,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,145,0.00010584,,,
E2-oos,train-794,train,find if there are any travel alerts for canada,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,154,0.000105882,,,
E2-oos,train-795,train,search for any travel alerts for canada,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,180,0.000105798,,,
E2-oos,train-796,train,does kenya have any travel alerts right now,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,140,0.000105882,,,
E2-oos,train-797,train,check travel alerts for kenya,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,130,0.000105756,,,
E2-oos,train-798,train,do i need to read any travel alerts for kenya,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,165,0.00010596600000000001,,,
E2-oos,train-799,train,search for travel alerts for kenya,travel_alert,travel_alert,1,1.0,1.0,travel_alert,1.0,,,,,1,202,0.000105798,,,
E2-oos,train-800,train,how do i put in a pto request for the first to the ninth,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,184,0.000106134,,,
E2-oos,train-801,train,am i allowed to put in a pto request for now to april,pto_request,pto_request,1,0.98,0.97,pto_request,0.98,pto_request_status,0.02,,,2,254,0.00010609200000000001,,,
E2-oos,train-802,train,is there a time i can put in a pto request for dec 2 to new years,pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,230,0.00010630200000000001,,,
E2-oos,train-803,train,when can i put a pto request in for feb 22 to march 1,pto_request,pto_request,1,0.99,0.98,pto_request,0.99,yes,0.01,,,2,186,0.00010626,,,
E2-oos,train-804,train,i need a pto request on march 1 to 2,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,107,0.00010605000000000002,,,
E2-oos,train-805,train,on march 1-2 i want a pto request made for me,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,167,0.000106134,,,
E2-oos,train-806,train,schedule a pto request for me on march 1-2,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,99,0.00010605000000000002,,,
E2-oos,train-807,train,for march 1 to 2 make a pto request for me,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,182,0.00010609200000000001,,,
E2-oos,train-808,train,i want to schedule a pto request on march 1-2,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,197,0.00010609200000000001,,,
E2-oos,train-809,train,"between october 7th and october 10th, i'd like for there to be a pto request for me",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,169,0.000106638,,,
E2-oos,train-810,train,i need a pto request for the dates jan 15th to jan 20th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,265,0.00010634400000000001,,,
E2-oos,train-811,train,let's do a personal pto request for the dates may 12th to may 15th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,128,0.000106428,,,
E2-oos,train-812,train,can you set up a pto request for me for march 20th to april 12th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,209,0.000106428,,,
E2-oos,train-813,train,i'd like for their to be a pto request for me made for the dates june 4th to june 8th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,207,0.00010659600000000001,,,
E2-oos,train-814,train,i'd like to go on vacation,pto_request,travel_suggestion,0,0.303,0.28,travel_suggestion,0.303,pto_request,0.2626,oos,0.2121,6,180,0.000105798,,,
E2-oos,train-815,train,create a pto request for march 21st to march 26th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,146,0.000106218,,,
E2-oos,train-816,train,i need to put in a pto request from the 8th to the 17th of january,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,254,0.00010647000000000002,,,
E2-oos,train-817,train,can you put in a pto request for the 5th of june to june 8th,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,248,0.00010634400000000001,,,
E2-oos,train-818,train,"from december 22nd to the 25th, make me a pto request",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,110,0.00010630200000000001,,,
E2-oos,train-819,train,i need a pto request put in for the weekend of june 1st to june 2nd,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,188,0.00010638600000000001,,,
E2-oos,train-820,train,how do i schedule vacation days,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,209,0.000105756,,,
E2-oos,train-821,train,put in a pto request for march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,145,0.00010609200000000001,,,
E2-oos,train-822,train,i need to put in a pto request for march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,317,0.000106218,,,
E2-oos,train-823,train,how do i use my vacation days,pto_request,pto_request,1,0.697,0.68,pto_request,0.697,pto_used,0.1111,pto_balance,0.0909,5,179,0.000105798,,,
E2-oos,train-824,train,how do i put in for vacation,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,129,0.000105798,,,
E2-oos,train-825,train,how can i schedule a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,121,0.000105798,,,
E2-oos,train-826,train,can you put in a pto request for march 4 to march 6 for me,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,163,0.00010626,,,
E2-oos,train-827,train,put in for time off march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,170,0.000106008,,,
E2-oos,train-828,train,where do i make a vacation request,pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,449,0.000105798,,,
E2-oos,train-829,train,can i take pto form march 4 to march 6,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,232,0.00010605000000000002,,,
E2-oos,train-830,train,may i take a pto on february 7 and 8,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,160,0.000106134,,,
E2-oos,train-831,train,please tell me how to submit a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,166,0.000105882,,,
E2-oos,train-832,train,"can i take a pto for two days, starting on february 7",pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,150,0.000106218,,,
E2-oos,train-833,train,i would like to know how to make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,107,0.00010596600000000001,,,
E2-oos,train-834,train,please tell me how to go about asking for a vacation,pto_request,pto_request,1,0.99,0.99,pto_request,0.99,oos,0.01,,,2,203,0.00010596600000000001,,,
E2-oos,train-835,train,can you tell me how to make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,249,0.00010592400000000001,,,
E2-oos,train-836,train,i would like to request a pto on february 7 and 8,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,170,0.000106218,,,
E2-oos,train-837,train,i would like to take a paid time off for february 7 and 8,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,164,0.00010626,,,
E2-oos,train-838,train,would you be able to tell me how to make a vacation request,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,193,0.00010605000000000002,,,
E2-oos,train-839,train,"is it possible for me to take a pto for two days, starting february 7",pto_request,pto_request,1,0.99,0.98,pto_request,0.99,pto_request_status,0.01,,,2,113,0.00010634400000000001,,,
E2-oos,train-840,train,i want to put in a request for pto from may 5 to may 12,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,220,0.00010630200000000001,,,
E2-oos,train-841,train,i want you to make me a pto request for me for april twenty through may two,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,97,0.00010626,,,
E2-oos,train-842,train,i want to request pto from november 7 to 11,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,142,0.00010609200000000001,,,
E2-oos,train-843,train,how can i request a vacation from work,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,186,0.00010584,,,
E2-oos,train-844,train,how do i request vacation time,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,135,0.000105756,,,
E2-oos,train-845,train,what do i need to do to request vacation time off,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,215,0.00010596600000000001,,,
E2-oos,train-846,train,can you put in a pto request for me for july second and third,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,114,0.000106134,,,
E2-oos,train-847,train,what do i need to do if i want to ask for vacation time,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,114,0.00010609200000000001,,,
E2-oos,train-848,train,put in a pto request for me i want it for the ninth and the tenth of august,pto_request,pto_request,1,1.0,1.0,pto_request,1.0,,,,,1,93,0.00010630200000000001,,,
E2-oos,train-849,train,how do i ask to have a vacation,pto_request,pto_request,1,1.0,0.99,pto_request,1.0,,,,,1,118,0.00010584,,,
E2-oos,train-850,train,can you schedule a vacation for next week,pto_request,pto_request,1,0.72,0.71,pto_request,0.72,calendar_update,0.13,calendar,0.07,7,92,0.00010584,,,
